ticket_id,created_at,week,queue,category,channel,resolution_minutes,first_contact_resolution,csat,escalated
TKT-0645,2026-01-12,2026-W03,Billing,Invoice question,Chat,22,1,3.9,0
TKT-0646,2026-01-15,2026-W03,Account,Sign-in,Phone,16,1,4.7,0
TKT-0647,2026-01-19,2026-W04,Billing,Invoice question,Email,43,1,4.2,0
TKT-0648,2026-01-28,2026-W05,Billing,Payment failed,Chat,32,1,4.0,1
TKT-0649,2026-02-26,2026-W09,Billing,Payment failed,Email,61,0,3.6,1
TKT-0650,2026-02-07,2026-W06,Billing,Payment failed,Chat,30,1,5.0,0
TKT-0651,2026-02-03,2026-W06,Playback,Audio and subtitles,Chat,19,1,4.2,0
TKT-0652,2026-02-22,2026-W08,Billing,Invoice question,Email,57,1,4.6,0
TKT-0653,2026-03-29,2026-W13,Devices,Compatibility,Chat,24,0,3.6,0
TKT-0654,2026-02-04,2026-W06,Billing,Invoice question,Email,46,1,4.1,0
TKT-0655,2026-01-06,2026-W02,Devices,Device activation,Chat,28,1,4.2,0
TKT-0656,2026-01-09,2026-W02,Account,Sign-in,Chat,11,1,4.4,0
TKT-0657,2026-01-20,2026-W04,Account,Subscription change,Chat,14,1,5.0,0
TKT-0658,2026-01-28,2026-W05,Playback,Video quality,Email,30,1,4.4,0
TKT-0659,2026-02-15,2026-W07,Playback,Buffering,Chat,13,1,4.3,0
TKT-0660,2026-01-27,2026-W05,Playback,Video quality,Phone,43,1,4.7,0
TKT-0661,2026-03-01,2026-W09,Account,Subscription change,Chat,22,1,,0
TKT-0662,2026-01-14,2026-W03,Playback,Video quality,Email,33,1,,0
TKT-0663,2026-02-23,2026-W09,Playback,Audio and subtitles,Chat,29,1,4.0,1
TKT-0664,2026-02-25,2026-W09,Devices,Device activation,Chat,18,1,3.8,0
TKT-0665,2026-02-19,2026-W08,Playback,Video quality,Chat,25,1,,0
TKT-0666,2026-03-14,2026-W11,Devices,Compatibility,Chat,24,1,,0
TKT-0667,2026-02-23,2026-W09,Billing,Refund request,Email,40,0,4.4,0
TKT-0668,2026-01-29,2026-W05,Account,Sign-in,Chat,22,0,4.6,0
TKT-0669,2026-03-09,2026-W11,Playback,Video quality,Phone,19,1,4.4,0
TKT-0670,2026-02-01,2026-W05,Billing,Invoice question,Chat,24,0,3.9,0
TKT-0671,2026-01-14,2026-W03,Account,Sign-in,Chat,11,1,4.6,0
TKT-0672,2026-01-06,2026-W02,Account,Sign-in,Phone,31,1,4.7,0
TKT-0673,2026-01-18,2026-W03,Account,Subscription change,Email,20,1,5.0,0
TKT-0674,2026-02-25,2026-W09,Playback,Audio and subtitles,Email,13,1,4.5,0
TKT-0675,2026-02-16,2026-W08,Account,Profile settings,Chat,6,1,3.9,0
TKT-0676,2026-01-10,2026-W02,Account,Subscription change,Email,35,1,4.4,1
TKT-0677,2026-01-16,2026-W03,Billing,Invoice question,Phone,39,1,4.0,0
TKT-0678,2026-03-27,2026-W13,Playback,Video quality,Chat,19,0,,0
TKT-0679,2026-01-28,2026-W05,Billing,Invoice question,Phone,38,1,4.2,0
TKT-0680,2026-01-20,2026-W04,Devices,Device activation,Email,28,0,4.0,0
TKT-0681,2026-01-31,2026-W05,Playback,Buffering,Chat,32,1,4.1,0
TKT-0682,2026-01-10,2026-W02,Account,Profile settings,Chat,21,1,,0
TKT-0683,2026-01-11,2026-W02,Devices,Device activation,Chat,15,1,,0
TKT-0684,2026-02-04,2026-W06,Billing,Invoice question,Email,48,1,,0
TKT-0685,2026-02-03,2026-W06,Account,Subscription change,Chat,13,1,,0
TKT-0686,2026-03-20,2026-W12,Playback,Video quality,Chat,21,0,4.4,0
TKT-0687,2026-03-26,2026-W13,Playback,Video quality,Chat,28,1,4.5,0
TKT-0688,2026-03-04,2026-W10,Playback,Video quality,Chat,29,1,3.5,0
TKT-0689,2026-03-19,2026-W12,Devices,Device activation,Chat,37,0,4.1,0
TKT-0690,2026-02-09,2026-W07,Account,Profile settings,Email,9,1,4.3,0
TKT-0691,2026-01-24,2026-W04,Devices,Device activation,Chat,26,1,3.8,0
TKT-0692,2026-02-24,2026-W09,Playback,Audio and subtitles,Email,32,1,4.4,0
TKT-0693,2026-02-01,2026-W05,Account,Profile settings,Chat,17,0,3.8,1
TKT-0694,2026-03-19,2026-W12,Billing,Payment failed,Phone,45,1,3.6,1
TKT-0695,2026-03-26,2026-W13,Playback,Audio and subtitles,Chat,21,1,4.0,0
TKT-0696,2026-02-08,2026-W06,Billing,Invoice question,Chat,45,0,4.3,0
TKT-0697,2026-01-12,2026-W03,Playback,Audio and subtitles,Chat,22,1,4.3,0
TKT-0698,2026-03-28,2026-W13,Playback,Buffering,Email,28,1,4.9,0
TKT-0699,2026-03-20,2026-W12,Devices,Device limit,Chat,23,1,4.6,0
TKT-0700,2026-02-09,2026-W07,Account,Profile settings,Chat,25,1,5.0,0
TKT-0701,2026-03-14,2026-W11,Devices,Compatibility,Email,43,0,,0
TKT-0702,2026-03-04,2026-W10,Account,Profile settings,Phone,4,1,,0
TKT-0703,2026-02-09,2026-W07,Account,Sign-in,Chat,12,0,4.2,0
TKT-0704,2026-03-15,2026-W11,Devices,Compatibility,Chat,26,1,4.5,0
TKT-0705,2026-02-03,2026-W06,Devices,Device limit,Email,33,1,4.0,0
TKT-0706,2026-03-13,2026-W11,Devices,Compatibility,Chat,22,1,5.0,0
TKT-0707,2026-02-21,2026-W08,Devices,Device activation,Chat,23,1,4.1,0
TKT-0708,2026-01-28,2026-W05,Devices,Device limit,Email,44,1,3.9,1
TKT-0709,2026-01-21,2026-W04,Playback,Video quality,Chat,26,1,4.2,1
TKT-0710,2026-03-15,2026-W11,Devices,Device limit,Chat,22,0,4.1,0
TKT-0711,2026-02-14,2026-W07,Account,Subscription change,Chat,12,1,5.0,0
TKT-0712,2026-03-19,2026-W12,Billing,Invoice question,Email,50,0,,0
TKT-0713,2026-03-16,2026-W12,Account,Sign-in,Chat,22,1,,0
TKT-0714,2026-01-12,2026-W03,Billing,Payment failed,Email,43,1,4.2,0
TKT-0715,2026-03-03,2026-W10,Billing,Payment failed,Phone,32,1,,0
TKT-0716,2026-02-20,2026-W08,Playback,Audio and subtitles,Phone,24,1,3.8,0
TKT-0717,2026-03-17,2026-W12,Account,Subscription change,Phone,37,1,5.0,0
TKT-0718,2026-02-28,2026-W09,Billing,Refund request,Chat,51,1,3.0,1
TKT-0719,2026-02-16,2026-W08,Account,Subscription change,Email,25,1,4.3,0
TKT-0720,2026-03-18,2026-W12,Billing,Payment failed,Chat,37,0,4.2,0
TKT-0721,2026-03-20,2026-W12,Playback,Audio and subtitles,Email,27,1,4.3,0
TKT-0722,2026-03-27,2026-W13,Playback,Audio and subtitles,Email,43,1,4.4,0
TKT-0723,2026-02-09,2026-W07,Playback,Buffering,Email,32,1,4.3,0
TKT-0724,2026-01-20,2026-W04,Playback,Audio and subtitles,Email,44,0,,0
TKT-0725,2026-02-14,2026-W07,Playback,Audio and subtitles,Chat,10,1,4.8,0
TKT-0726,2026-02-11,2026-W07,Playback,Audio and subtitles,Phone,31,1,4.5,0
TKT-0727,2026-03-15,2026-W11,Playback,Video quality,Email,29,1,,0
TKT-0728,2026-03-20,2026-W12,Playback,Buffering,Chat,14,1,4.0,0
TKT-0729,2026-01-18,2026-W03,Account,Subscription change,Chat,30,1,4.8,0
TKT-0730,2026-03-14,2026-W11,Billing,Invoice question,Email,36,1,,0
TKT-0731,2026-01-21,2026-W04,Devices,Compatibility,Chat,7,1,4.2,1
TKT-0732,2026-02-17,2026-W08,Account,Profile settings,Chat,19,1,4.5,0
TKT-0733,2026-01-21,2026-W04,Account,Sign-in,Chat,25,1,4.7,0
TKT-0734,2026-01-30,2026-W05,Account,Subscription change,Chat,16,1,4.8,0
TKT-0735,2026-01-17,2026-W03,Billing,Invoice question,Chat,36,0,3.6,1
TKT-0736,2026-02-09,2026-W07,Devices,Compatibility,Chat,20,0,,0
TKT-0737,2026-03-20,2026-W12,Billing,Invoice question,Chat,26,1,3.2,0
TKT-0738,2026-01-17,2026-W03,Devices,Device limit,Phone,28,1,4.1,0
TKT-0739,2026-02-19,2026-W08,Devices,Compatibility,Chat,28,1,4.0,1
TKT-0740,2026-01-22,2026-W04,Playback,Video quality,Email,43,1,4.1,1
TKT-0741,2026-03-22,2026-W12,Billing,Invoice question,Phone,43,1,4.4,0
TKT-0742,2026-01-13,2026-W03,Devices,Compatibility,Phone,34,1,3.6,1
TKT-0743,2026-03-12,2026-W11,Billing,Payment failed,Chat,25,1,4.2,0
TKT-0744,2026-01-26,2026-W05,Account,Sign-in,Chat,4,1,,0
TKT-0745,2026-02-28,2026-W09,Billing,Refund request,Email,44,0,3.3,0
TKT-0746,2026-02-19,2026-W08,Playback,Audio and subtitles,Phone,34,0,,0
TKT-0747,2026-03-08,2026-W10,Playback,Audio and subtitles,Phone,36,1,4.3,0
TKT-0748,2026-01-27,2026-W05,Playback,Audio and subtitles,Chat,24,1,4.1,0
TKT-0749,2026-03-09,2026-W11,Billing,Payment failed,Chat,24,1,4.4,0
TKT-0750,2026-01-07,2026-W02,Devices,Device activation,Phone,29,0,3.8,1
TKT-0751,2026-01-09,2026-W02,Account,Subscription change,Email,16,1,4.3,0
TKT-0752,2026-02-23,2026-W09,Playback,Buffering,Email,36,1,3.9,0
TKT-0753,2026-01-25,2026-W04,Playback,Video quality,Chat,26,1,4.4,0
TKT-0754,2026-01-12,2026-W03,Account,Sign-in,Chat,10,1,4.7,0
TKT-0755,2026-02-22,2026-W08,Account,Profile settings,Phone,11,1,4.3,1
TKT-0756,2026-01-15,2026-W03,Devices,Device activation,Phone,39,1,4.8,0
TKT-0757,2026-02-28,2026-W09,Playback,Video quality,Chat,27,1,4.1,0
TKT-0758,2026-03-19,2026-W12,Account,Profile settings,Chat,22,1,4.8,0
TKT-0759,2026-03-24,2026-W13,Playback,Video quality,Chat,17,1,,0
TKT-0760,2026-03-14,2026-W11,Account,Profile settings,Chat,18,0,,0
TKT-0761,2026-03-20,2026-W12,Account,Profile settings,Chat,29,1,4.7,0
TKT-0762,2026-02-12,2026-W07,Playback,Video quality,Chat,27,1,4.1,0
TKT-0763,2026-03-16,2026-W12,Account,Sign-in,Email,17,1,4.4,0
TKT-0764,2026-03-05,2026-W10,Playback,Audio and subtitles,Chat,12,1,3.9,0
TKT-0765,2026-03-12,2026-W11,Account,Profile settings,Chat,12,1,4.4,0
TKT-0766,2026-01-13,2026-W03,Billing,Refund request,Chat,41,1,3.7,1
TKT-0767,2026-01-24,2026-W04,Account,Sign-in,Email,28,1,3.9,0
TKT-0768,2026-01-30,2026-W05,Account,Sign-in,Chat,24,1,4.6,0
TKT-0769,2026-03-08,2026-W10,Billing,Payment failed,Phone,37,1,4.5,0
TKT-0770,2026-02-20,2026-W08,Billing,Payment failed,Chat,27,0,3.6,0
TKT-0771,2026-01-20,2026-W04,Playback,Audio and subtitles,Phone,26,0,4.1,0
TKT-0772,2026-02-14,2026-W07,Playback,Audio and subtitles,Email,37,0,4.2,0
TKT-0773,2026-02-01,2026-W05,Devices,Compatibility,Chat,36,0,3.6,1
TKT-0774,2026-03-15,2026-W11,Playback,Audio and subtitles,Chat,21,1,4.1,0
TKT-0775,2026-02-13,2026-W07,Account,Subscription change,Chat,17,1,,0
TKT-0776,2026-02-04,2026-W06,Playback,Video quality,Chat,26,0,4.0,0
TKT-0777,2026-03-02,2026-W10,Playback,Video quality,Phone,41,0,4.0,0
TKT-0778,2026-01-25,2026-W04,Devices,Device limit,Chat,28,0,,0
TKT-0779,2026-03-08,2026-W10,Playback,Video quality,Phone,24,1,4.6,0
TKT-0780,2026-02-07,2026-W06,Playback,Video quality,Chat,27,1,4.1,0
TKT-0781,2026-03-28,2026-W13,Billing,Invoice question,Chat,24,1,3.7,1
TKT-0782,2026-01-19,2026-W04,Account,Subscription change,Email,32,1,4.3,0
TKT-0783,2026-02-14,2026-W07,Playback,Audio and subtitles,Chat,20,1,4.3,0
TKT-0784,2026-02-21,2026-W08,Account,Profile settings,Phone,23,0,5.0,0
TKT-0785,2026-03-26,2026-W13,Account,Sign-in,Phone,15,1,4.4,0
TKT-0786,2026-02-07,2026-W06,Account,Profile settings,Chat,25,1,4.4,1
TKT-0787,2026-03-09,2026-W11,Account,Subscription change,Chat,4,0,4.5,0
TKT-0788,2026-03-01,2026-W09,Devices,Device limit,Chat,19,0,4.4,0
TKT-0789,2026-01-08,2026-W02,Playback,Video quality,Chat,36,1,4.2,0
TKT-0790,2026-03-06,2026-W10,Account,Profile settings,Phone,17,1,4.3,0
TKT-0791,2026-01-14,2026-W03,Account,Sign-in,Chat,21,0,4.0,0
TKT-0792,2026-03-22,2026-W12,Billing,Payment failed,Chat,25,1,4.1,0
TKT-0793,2026-03-17,2026-W12,Account,Sign-in,Chat,13,1,5.0,0
TKT-0794,2026-03-13,2026-W11,Playback,Video quality,Chat,29,1,4.8,0
TKT-0795,2026-03-01,2026-W09,Playback,Video quality,Email,22,1,4.7,0
TKT-0796,2026-03-08,2026-W10,Billing,Payment failed,Chat,28,0,4.0,0
TKT-0797,2026-01-28,2026-W05,Account,Profile settings,Chat,19,1,4.2,0
TKT-0798,2026-03-17,2026-W12,Playback,Video quality,Chat,24,1,4.5,0
TKT-0799,2026-01-26,2026-W05,Billing,Refund request,Email,50,1,4.8,0
TKT-0800,2026-01-28,2026-W05,Playback,Buffering,Chat,29,1,3.7,1
TKT-0801,2026-01-20,2026-W04,Playback,Audio and subtitles,Phone,50,1,,0
TKT-0802,2026-03-04,2026-W10,Devices,Device limit,Chat,23,1,,0
TKT-0803,2026-03-25,2026-W13,Devices,Compatibility,Phone,27,0,4.7,0
TKT-0804,2026-03-28,2026-W13,Playback,Buffering,Email,44,1,,0
TKT-0805,2026-02-06,2026-W06,Account,Profile settings,Chat,17,1,4.4,0
TKT-0806,2026-03-29,2026-W13,Account,Profile settings,Chat,12,1,5.0,0
TKT-0807,2026-01-17,2026-W03,Devices,Device limit,Chat,25,1,,0
TKT-0808,2026-02-28,2026-W09,Devices,Device limit,Chat,44,1,4.4,1
TKT-0809,2026-03-28,2026-W13,Billing,Payment failed,Phone,37,1,,0
TKT-0810,2026-03-05,2026-W10,Playback,Video quality,Chat,22,0,4.5,0
TKT-0811,2026-03-18,2026-W12,Account,Sign-in,Phone,13,1,5.0,0
TKT-0812,2026-02-06,2026-W06,Playback,Audio and subtitles,Chat,26,1,3.7,1
TKT-0813,2026-02-24,2026-W09,Account,Profile settings,Phone,9,1,4.9,0
TKT-0814,2026-02-07,2026-W06,Playback,Buffering,Chat,23,1,4.9,0
TKT-0815,2026-01-07,2026-W02,Account,Sign-in,Chat,7,1,4.9,0
TKT-0816,2026-03-08,2026-W10,Playback,Audio and subtitles,Chat,19,1,,0
TKT-0817,2026-01-06,2026-W02,Account,Sign-in,Email,32,1,4.4,1
TKT-0818,2026-03-26,2026-W13,Devices,Device limit,Chat,31,1,4.6,0
TKT-0819,2026-01-24,2026-W04,Billing,Refund request,Phone,39,1,4.3,0
TKT-0820,2026-02-24,2026-W09,Account,Sign-in,Chat,26,1,4.2,0
TKT-0821,2026-03-16,2026-W12,Devices,Device activation,Chat,27,1,4.0,0
TKT-0822,2026-03-08,2026-W10,Account,Sign-in,Chat,4,1,,0
TKT-0823,2026-03-28,2026-W13,Playback,Video quality,Chat,16,1,4.6,0
TKT-0824,2026-01-29,2026-W05,Playback,Video quality,Chat,19,1,4.8,0
TKT-0825,2026-03-05,2026-W10,Account,Profile settings,Email,33,1,4.5,0
TKT-0826,2026-03-06,2026-W10,Billing,Payment failed,Email,42,1,4.0,0
TKT-0827,2026-03-23,2026-W13,Playback,Video quality,Phone,4,1,4.0,0
TKT-0828,2026-02-07,2026-W06,Playback,Buffering,Chat,26,0,,0
TKT-0829,2026-02-03,2026-W06,Account,Sign-in,Chat,10,0,4.5,0
TKT-0830,2026-01-24,2026-W04,Devices,Device limit,Email,33,1,4.1,1
TKT-0831,2026-01-19,2026-W04,Devices,Device limit,Email,22,0,3.4,1
TKT-0832,2026-01-20,2026-W04,Devices,Compatibility,Chat,26,1,4.2,0
TKT-0833,2026-03-28,2026-W13,Playback,Buffering,Chat,21,1,5.0,0
TKT-0834,2026-03-06,2026-W10,Playback,Audio and subtitles,Chat,25,1,4.2,0
TKT-0835,2026-03-13,2026-W11,Playback,Buffering,Chat,20,1,4.9,0
TKT-0836,2026-02-20,2026-W08,Devices,Compatibility,Chat,24,1,4.6,0
TKT-0837,2026-01-26,2026-W05,Playback,Video quality,Email,36,1,4.8,0
TKT-0838,2026-03-12,2026-W11,Devices,Compatibility,Chat,30,1,4.3,0
TKT-0839,2026-01-06,2026-W02,Devices,Device limit,Email,20,1,4.6,0
TKT-0840,2026-03-25,2026-W13,Billing,Invoice question,Chat,25,0,4.2,0
TKT-0841,2026-03-14,2026-W11,Playback,Audio and subtitles,Email,31,0,4.3,0
TKT-0842,2026-02-13,2026-W07,Playback,Audio and subtitles,Chat,33,1,4.4,0
TKT-0843,2026-02-28,2026-W09,Devices,Device activation,Email,49,0,4.6,0
TKT-0844,2026-01-20,2026-W04,Playback,Audio and subtitles,Email,42,1,4.8,0
TKT-0845,2026-03-26,2026-W13,Billing,Invoice question,Chat,31,1,4.1,0
TKT-0846,2026-02-22,2026-W08,Playback,Buffering,Chat,22,1,4.2,0
TKT-0847,2026-02-28,2026-W09,Devices,Device activation,Chat,33,1,4.4,1
TKT-0848,2026-02-25,2026-W09,Playback,Audio and subtitles,Email,38,0,4.8,0
TKT-0849,2026-03-08,2026-W10,Billing,Refund request,Email,52,1,4.2,1
TKT-0850,2026-03-13,2026-W11,Account,Sign-in,Chat,25,1,4.9,0
TKT-0851,2026-02-26,2026-W09,Account,Profile settings,Email,21,1,5.0,0
TKT-0852,2026-03-08,2026-W10,Account,Sign-in,Chat,19,1,4.5,1
TKT-0853,2026-03-08,2026-W10,Account,Subscription change,Chat,13,1,4.0,0
TKT-0854,2026-02-22,2026-W08,Playback,Audio and subtitles,Email,27,1,4.4,0
TKT-0855,2026-01-24,2026-W04,Devices,Compatibility,Chat,16,1,4.5,0
TKT-0856,2026-01-10,2026-W02,Devices,Compatibility,Email,33,1,3.6,0
TKT-0857,2026-02-13,2026-W07,Playback,Buffering,Email,27,1,4.4,0
TKT-0858,2026-03-12,2026-W11,Account,Profile settings,Chat,4,1,5.0,0
TKT-0859,2026-01-31,2026-W05,Account,Subscription change,Email,21,1,4.4,0
TKT-0860,2026-03-08,2026-W10,Devices,Device activation,Chat,43,1,3.8,1
TKT-0861,2026-01-17,2026-W03,Playback,Video quality,Chat,32,1,3.7,1
TKT-0862,2026-03-24,2026-W13,Devices,Device activation,Chat,29,1,4.1,0
TKT-0863,2026-02-22,2026-W08,Devices,Device activation,Chat,30,1,3.8,0
TKT-0864,2026-01-19,2026-W04,Playback,Video quality,Chat,24,1,4.4,0
TKT-0865,2026-02-08,2026-W06,Playback,Audio and subtitles,Email,49,1,4.2,0
TKT-0866,2026-01-15,2026-W03,Devices,Device limit,Chat,34,0,4.1,0
TKT-0867,2026-02-28,2026-W09,Devices,Device limit,Chat,18,1,4.1,0
TKT-0868,2026-01-05,2026-W02,Account,Profile settings,Chat,36,1,4.7,0
TKT-0869,2026-03-11,2026-W11,Playback,Buffering,Email,29,1,4.6,0
TKT-0870,2026-03-17,2026-W12,Devices,Compatibility,Chat,30,1,4.9,0
TKT-0871,2026-03-03,2026-W10,Playback,Audio and subtitles,Phone,26,1,5.0,0
TKT-0872,2026-03-28,2026-W13,Devices,Device limit,Chat,28,0,4.6,0
TKT-0873,2026-02-24,2026-W09,Playback,Audio and subtitles,Email,26,1,4.2,0
TKT-0874,2026-02-22,2026-W08,Devices,Compatibility,Chat,28,0,4.3,0
TKT-0875,2026-01-29,2026-W05,Playback,Buffering,Email,38,1,4.6,0
TKT-0876,2026-03-26,2026-W13,Playback,Audio and subtitles,Chat,37,0,,0
TKT-0877,2026-03-09,2026-W11,Devices,Device limit,Email,34,1,4.2,0
TKT-0878,2026-03-10,2026-W11,Playback,Audio and subtitles,Chat,20,1,4.3,0
TKT-0879,2026-01-13,2026-W03,Account,Subscription change,Phone,18,0,,0
TKT-0880,2026-03-14,2026-W11,Billing,Invoice question,Email,58,1,4.3,0
TKT-0881,2026-02-15,2026-W07,Playback,Video quality,Chat,23,1,4.4,0
TKT-0882,2026-02-02,2026-W06,Account,Profile settings,Chat,4,1,5.0,0
TKT-0883,2026-02-02,2026-W06,Devices,Compatibility,Phone,23,0,4.6,0
TKT-0884,2026-01-08,2026-W02,Playback,Buffering,Email,37,1,4.5,0
TKT-0885,2026-02-17,2026-W08,Devices,Compatibility,Chat,36,1,3.7,1
TKT-0886,2026-03-03,2026-W10,Playback,Buffering,Phone,31,0,4.0,0
TKT-0887,2026-01-12,2026-W03,Devices,Compatibility,Chat,14,1,,0
TKT-0888,2026-01-12,2026-W03,Playback,Video quality,Email,20,1,4.7,0
TKT-0889,2026-03-25,2026-W13,Account,Profile settings,Chat,25,1,5.0,0
TKT-0890,2026-01-08,2026-W02,Playback,Video quality,Email,37,1,3.4,1
TKT-0891,2026-03-19,2026-W12,Account,Subscription change,Chat,11,1,4.8,0
TKT-0892,2026-01-12,2026-W03,Account,Subscription change,Chat,10,0,5.0,0
TKT-0893,2026-01-23,2026-W04,Playback,Audio and subtitles,Chat,17,1,,1
TKT-0894,2026-03-10,2026-W11,Devices,Device limit,Phone,27,1,4.9,0
TKT-0895,2026-02-17,2026-W08,Account,Profile settings,Email,15,0,3.6,0
TKT-0896,2026-03-24,2026-W13,Playback,Video quality,Chat,15,1,,0
TKT-0897,2026-02-02,2026-W06,Devices,Device limit,Chat,28,1,4.9,0
TKT-0898,2026-02-16,2026-W08,Billing,Refund request,Chat,30,1,,0
TKT-0899,2026-01-19,2026-W04,Account,Profile settings,Chat,19,1,,0
TKT-0900,2026-01-08,2026-W02,Account,Profile settings,Chat,11,0,4.8,0
TKT-0901,2026-01-07,2026-W02,Account,Profile settings,Phone,10,1,,0
TKT-0902,2026-01-31,2026-W05,Playback,Buffering,Chat,33,1,4.5,0
TKT-0903,2026-03-01,2026-W09,Devices,Device activation,Chat,20,0,3.1,1
TKT-0904,2026-02-14,2026-W07,Billing,Invoice question,Chat,29,1,3.5,0
TKT-0905,2026-02-15,2026-W07,Account,Subscription change,Email,19,0,4.7,0
TKT-0906,2026-01-15,2026-W03,Billing,Invoice question,Email,40,1,4.1,0
TKT-0907,2026-03-12,2026-W11,Playback,Video quality,Email,26,1,3.9,0
TKT-0908,2026-03-27,2026-W13,Devices,Device limit,Email,38,1,4.4,0
TKT-0909,2026-02-28,2026-W09,Devices,Device limit,Chat,32,0,,0
TKT-0910,2026-01-15,2026-W03,Playback,Audio and subtitles,Chat,18,1,4.0,0
TKT-0911,2026-02-26,2026-W09,Playback,Video quality,Chat,25,1,4.9,0
TKT-0912,2026-01-15,2026-W03,Playback,Audio and subtitles,Chat,27,1,,0
TKT-0913,2026-01-09,2026-W02,Playback,Video quality,Chat,23,1,4.2,0
TKT-0914,2026-03-23,2026-W13,Devices,Device limit,Email,37,0,4.0,1
TKT-0915,2026-02-25,2026-W09,Devices,Device limit,Email,25,1,5.0,0
TKT-0916,2026-02-03,2026-W06,Account,Subscription change,Chat,12,1,4.0,0
TKT-0917,2026-02-17,2026-W08,Billing,Refund request,Email,46,1,3.5,0
TKT-0918,2026-01-08,2026-W02,Playback,Audio and subtitles,Phone,35,1,4.1,0
TKT-0919,2026-02-02,2026-W06,Playback,Audio and subtitles,Email,27,1,3.9,0
TKT-0920,2026-01-09,2026-W02,Devices,Device activation,Phone,28,0,4.4,0
TKT-0921,2026-02-24,2026-W09,Devices,Device activation,Phone,27,1,3.8,0
TKT-0922,2026-03-27,2026-W13,Devices,Device activation,Chat,44,1,4.3,0
TKT-0923,2026-01-30,2026-W05,Account,Profile settings,Chat,15,1,,0
TKT-0924,2026-01-12,2026-W03,Playback,Buffering,Chat,26,0,4.3,0
TKT-0925,2026-03-07,2026-W10,Billing,Refund request,Phone,49,0,4.0,1
TKT-0926,2026-03-06,2026-W10,Account,Subscription change,Phone,18,1,,0
TKT-0927,2026-01-23,2026-W04,Playback,Video quality,Email,28,1,3.9,0
TKT-0928,2026-01-10,2026-W02,Billing,Refund request,Email,44,0,4.0,0
TKT-0929,2026-01-27,2026-W05,Playback,Buffering,Phone,22,1,4.5,0
TKT-0930,2026-02-24,2026-W09,Billing,Payment failed,Chat,41,0,3.8,0
TKT-0931,2026-02-01,2026-W05,Devices,Compatibility,Phone,49,1,,0
TKT-0932,2026-01-18,2026-W03,Playback,Video quality,Chat,26,1,4.3,0
TKT-0933,2026-03-05,2026-W10,Playback,Audio and subtitles,Chat,29,1,4.6,1
TKT-0934,2026-03-05,2026-W10,Playback,Buffering,Chat,16,1,4.6,0
TKT-0935,2026-01-25,2026-W04,Account,Sign-in,Email,22,1,4.4,0
TKT-0936,2026-01-06,2026-W02,Billing,Payment failed,Chat,39,1,3.8,0
TKT-0937,2026-01-11,2026-W02,Devices,Device limit,Email,32,1,,0
TKT-0938,2026-01-05,2026-W02,Account,Profile settings,Email,27,0,4.7,0
TKT-0939,2026-01-06,2026-W02,Playback,Buffering,Email,37,1,,0
TKT-0940,2026-01-26,2026-W05,Billing,Payment failed,Chat,27,1,4.0,0
TKT-0941,2026-03-15,2026-W11,Playback,Video quality,Chat,28,1,4.8,0
TKT-0942,2026-02-23,2026-W09,Account,Sign-in,Chat,14,1,4.8,0
TKT-0943,2026-02-12,2026-W07,Billing,Refund request,Phone,53,1,4.1,0
TKT-0944,2026-01-17,2026-W03,Billing,Invoice question,Email,41,0,3.6,0
TKT-0945,2026-02-14,2026-W07,Devices,Device limit,Chat,20,1,4.1,0
TKT-0946,2026-02-03,2026-W06,Playback,Audio and subtitles,Phone,35,1,4.2,0
TKT-0947,2026-02-05,2026-W06,Billing,Payment failed,Chat,24,1,4.5,0
TKT-0948,2026-03-22,2026-W12,Devices,Compatibility,Email,29,1,3.8,0
TKT-0949,2026-02-27,2026-W09,Billing,Refund request,Email,41,1,,0
TKT-0950,2026-02-05,2026-W06,Billing,Invoice question,Email,48,1,4.1,0
TKT-0951,2026-03-08,2026-W10,Account,Sign-in,Chat,17,0,,0
TKT-0952,2026-01-27,2026-W05,Billing,Payment failed,Chat,27,1,4.7,0
TKT-0953,2026-01-27,2026-W05,Billing,Refund request,Chat,30,1,,0
TKT-0954,2026-02-20,2026-W08,Playback,Buffering,Chat,37,1,4.9,0
TKT-0955,2026-03-07,2026-W10,Account,Profile settings,Chat,32,1,4.3,0
TKT-0956,2026-01-27,2026-W05,Playback,Video quality,Chat,22,1,4.0,0
TKT-0957,2026-01-30,2026-W05,Account,Sign-in,Chat,27,0,4.1,0
TKT-0958,2026-02-24,2026-W09,Devices,Compatibility,Chat,31,1,,0
TKT-0959,2026-01-09,2026-W02,Devices,Device activation,Chat,21,1,4.3,0
TKT-0960,2026-02-18,2026-W08,Playback,Video quality,Email,33,1,4.2,1
